ano,id_municipio,area,desmatado,incremento,floresta,nuvem,nao_observado,nao_floresta,hidrografia
2017,1101807,974.0,881.1,5.0,88.7,0.0,0.0,3.5,0.7
2018,1101807,974.0,884.2,3.1,85.6,0.0,0.0,3.5,0.7
2019,1101807,974.0,886.2,1.9,83.6,0.0,0.0,3.5,0.7
2000,1200013,1880.0,640.3,,1237.5,0.0,2.2,0.0,0.0
2001,1200013,1880.0,705.5,65.2,1172.3,0.0,2.2,0.0,0.0
2002,1200013,1880.0,816.1,110.7,1061.7,0.0,2.2,0.0,0.0
2003,1200013,1880.0,874.9,58.8,1002.9,0.0,2.2,0.0,0.0
2004,1200013,1880.0,922.8,47.9,955.0,0.0,2.2,0.0,0.0
2005,1200013,1880.0,1003.3,80.6,874.5,0.0,2.2,0.0,0.0
2006,1200013,1880.0,1024.7,21.4,853.1,0.0,2.2,0.0,0.0
2007,1200013,1880.0,1036.9,12.2,628.4,212.7,2.0,0.0,0.0
2008,1200013,1880.0,1061.3,24.4,815.8,0.0,2.9,0.0,0.0
2009,1200013,1880.0,1074.9,13.7,802.5,0.0,2.6,0.0,0.0
2010,1200013,1880.0,1086.7,11.7,790.4,0.0,2.9,0.0,0.0
2011,1200013,1880.0,1103.5,16.8,773.7,0.0,2.8,0.0,0.0
2012,1200013,1880.0,1107.7,4.2,747.4,22.0,2.9,0.0,0.0
2013,1200013,1880.0,1120.0,12.3,757.2,0.0,2.8,0.0,0.0
2014,1200013,1880.0,1137.3,17.3,739.2,0.8,2.7,0.0,0.0
2015,1200013,1880.0,1152.5,15.2,727.5,0.0,0.0,0.0,0.0
2016,1200013,1880.0,1176.9,24.5,700.4,0.0,2.7,0.0,0.0
2017,1200013,1880.0,1182.4,5.5,697.6,0.0,0.0,0.0,0.0
2018,1200013,1880.0,1206.9,23.8,673.1,0.0,0.0,0.0,0.0
2019,1200013,1880.0,1227.3,20.4,652.7,0.0,0.0,0.0,0.0
2000,1200054,5180.0,102.4,,5046.1,0.0,31.0,0.5,0.0
2001,1200054,5180.0,173.5,71.1,4975.0,0.0,31.0,0.5,0.0
2002,1200054,5180.0,174.8,1.4,4973.7,0.0,31.0,0.5,0.0
2003,1200054,5180.0,216.4,41.6,4932.1,0.0,31.0,0.5,0.0
2004,1200054,5180.0,220.9,4.5,4927.6,0.0,31.0,0.5,0.0
2005,1200054,5180.0,240.1,19.2,4908.4,0.0,31.0,0.5,0.0
2006,1200054,5180.0,241.0,0.9,4907.5,0.0,31.0,0.5,0.0
2007,1200054,5180.0,244.1,3.1,4901.8,0.0,33.6,0.5,0.0
2008,1200054,5180.0,247.6,3.5,4888.6,1.2,42.1,0.5,0.0
2009,1200054,5180.0,249.3,1.7,4893.6,0.4,36.2,0.5,0.0
2010,1200054,5180.0,253.2,3.9,4893.9,0.0,32.4,0.5,0.0
2011,1200054,5180.0,256.4,3.2,4890.1,0.3,32.7,0.5,0.0
2012,1200054,5180.0,258.9,2.5,4892.4,0.0,28.2,0.5,0.0
2013,1200054,5180.0,263.7,4.9,4886.1,3.2,26.5,0.5,0.0
2014,1200054,5180.0,267.8,4.1,4878.5,0.0,33.2,0.5,0.0
2015,1200054,5180.0,273.9,6.1,4510.5,395.1,0.0,0.5,0.0
2016,1200054,5180.0,276.9,3.0,4875.4,0.0,27.2,0.5,0.0
2017,1200054,5180.0,279.7,2.9,4732.2,167.6,0.0,0.5,0.0
2018,1200054,5180.0,293.2,9.5,4714.8,171.5,0.0,0.5,0.0
2019,1200054,5180.0,316.0,22.8,4863.5,0.0,0.0,0.5,0.0
2000,1200104,4062.0,996.3,,3054.3,0.0,11.0,0.0,0.4
2001,1200104,4062.0,1021.6,25.3,3029.0,0.0,11.0,0.0,0.4
2002,1200104,4062.0,1061.8,40.1,2988.8,0.0,11.0,0.0,0.4
2003,1200104,4062.0,1147.3,85.5,2903.3,0.0,11.0,0.0,0.4
2004,1200104,4062.0,1178.3,31.1,2872.3,0.0,11.0,0.0,0.4
2005,1200104,4062.0,1224.8,46.5,2825.8,0.0,11.0,0.0,0.4
2006,1200104,4062.0,1228.7,3.9,2821.9,0.0,11.0,0.0,0.4
2007,1200104,4062.0,1234.5,5.8,2815.4,0.0,11.7,0.0,0.4
2008,1200104,4062.0,1247.4,12.9,2799.5,0.1,14.6,0.0,0.4
2009,1200104,4062.0,1255.8,8.4,2656.6,137.1,12.1,0.0,0.4
2010,1200104,4062.0,1268.0,12.2,2782.1,0.1,11.4,0.0,0.4
2011,1200104,4062.0,1282.6,14.7,2767.7,0.0,11.3,0.0,0.4
2012,1200104,4062.0,1295.8,13.2,2755.3,0.0,10.5,0.0,0.4
2013,1200104,4062.0,1313.7,17.9,2729.0,8.4,10.5,0.0,0.4
2014,1200104,4062.0,1349.3,35.6,2700.5,0.0,11.8,0.0,0.4
2015,1200104,4062.0,1372.1,22.8,2689.5,0.0,0.0,0.0,0.4
2016,1200104,4062.0,1390.4,18.3,2661.3,0.0,9.9,0.0,0.4
2017,1200104,4062.0,1417.4,27.0,2644.2,0.0,0.0,0.0,0.4
2018,1200104,4062.0,1438.8,24.4,2043.5,579.3,0.0,0.0,0.4
2019,1200104,4062.0,1501.1,62.3,2560.5,0.0,0.0,0.0,0.4
2000,1200138,3104.0,894.2,,2209.1,0.0,0.5,0.0,0.2
2001,1200138,3104.0,928.2,34.0,2175.1,0.0,0.5,0.0,0.2
2002,1200138,3104.0,973.4,45.3,2129.9,0.0,0.5,0.0,0.2
2003,1200138,3104.0,1026.4,53.0,2076.9,0.0,0.5,0.0,0.2
2004,1200138,3104.0,1080.0,53.6,2023.3,0.0,0.5,0.0,0.2
2005,1200138,3104.0,1116.7,36.7,1986.6,0.0,0.5,0.0,0.2
2006,1200138,3104.0,1131.9,15.2,1848.9,122.5,0.5,0.0,0.2
2007,1200138,3104.0,1142.4,10.5,1960.9,0.0,0.5,0.0,0.2
2008,1200138,3104.0,1159.0,16.6,1944.3,0.0,0.5,0.0,0.2
2009,1200138,3104.0,1166.8,7.8,1936.5,0.0,0.5,0.0,0.2
2010,1200138,3104.0,1175.2,8.4,1928.2,0.0,0.4,0.0,0.2
2011,1200138,3104.0,1185.2,10.0,1918.2,0.0,0.4,0.0,0.2
2012,1200138,3104.0,1195.9,10.7,1907.5,0.0,0.4,0.0,0.2
2013,1200138,3104.0,1204.6,8.7,1898.8,0.0,0.4,0.0,0.2
2014,1200138,3104.0,1216.0,11.4,1784.5,102.8,0.5,0.0,0.2
2015,1200138,3104.0,1225.6,9.6,1878.1,0.1,0.0,0.0,0.2
2016,1200138,3104.0,1243.8,18.1,1860.0,0.0,0.0,0.0,0.2
2017,1200138,3104.0,1258.3,14.5,1768.8,76.7,0.0,0.0,0.2
2018,1200138,3104.0,1267.9,15.8,1835.9,0.0,0.0,0.0,0.2
2019,1200138,3104.0,1295.0,27.1,1808.8,0.0,0.0,0.0,0.2
2000,1200179,1760.0,667.2,,1086.4,0.0,6.4,0.0,0.0
2001,1200179,1760.0,685.1,17.9,1068.5,0.0,6.4,0.0,0.0
2002,1200179,1760.0,728.8,43.7,1024.8,0.0,6.4,0.0,0.0
2003,1200179,1760.0,757.9,29.1,995.7,0.0,6.4,0.0,0.0
2004,1200179,1760.0,790.8,32.9,962.8,0.0,6.4,0.0,0.0
2005,1200179,1760.0,811.4,20.6,942.2,0.0,6.4,0.0,0.0
2006,1200179,1760.0,822.2,10.8,931.4,0.0,6.4,0.0,0.0
2007,1200179,1760.0,825.3,3.1,928.4,0.0,6.3,0.0,0.0
2008,1200179,1760.0,834.3,9.0,917.8,0.0,7.9,0.0,0.0
2009,1200179,1760.0,838.2,3.9,915.8,0.0,6.0,0.0,0.0
2010,1200179,1760.0,842.0,3.8,911.4,0.0,6.6,0.0,0.0
2011,1200179,1760.0,851.9,9.9,900.4,0.1,7.6,0.0,0.0
2012,1200179,1760.0,867.4,15.4,885.8,0.1,6.7,0.0,0.0
2013,1200179,1760.0,873.2,5.8,882.1,0.0,4.7,0.0,0.0
2014,1200179,1760.0,883.1,9.9,866.8,2.8,7.3,0.0,0.0
2015,1200179,1760.0,889.3,6.2,870.1,0.6,0.0,0.0,0.0
2016,1200179,1760.0,906.4,17.1,847.5,0.0,6.1,0.0,0.0
2017,1200179,1760.0,918.2,11.8,841.8,0.0,0.0,0.0,0.0
2018,1200179,1760.0,929.8,11.8,830.2,0.0,0.0,0.0,0.0
2019,1200179,1760.0,958.3,28.4,801.7,0.0,0.0,0.0,0.0
2000,1200203,9202.0,806.1,,8339.5,0.0,35.7,20.7,0.0
2001,1200203,9202.0,823.6,17.6,8322.0,0.0,35.7,20.7,0.0
2002,1200203,9202.0,840.6,17.0,8305.0,0.0,35.7,20.7,0.0
2003,1200203,9202.0,858.6,18.0,8287.0,0.0,35.7,20.7,0.0
2004,1200203,9202.0,913.5,54.9,8232.1,0.0,35.7,20.7,0.0
2005,1200203,9202.0,933.7,20.2,8211.9,0.0,35.7,20.7,0.0
2006,1200203,9202.0,936.9,3.2,8189.4,19.3,35.7,20.7,0.0
2007,1200203,9202.0,944.6,7.7,7472.6,727.7,36.4,20.7,0.0
2008,1200203,9202.0,955.4,10.8,6962.1,1224.6,39.2,20.7,0.0
2009,1200203,9202.0,959.2,3.9,7243.8,940.1,38.2,20.7,0.0
2010,1200203,9202.0,982.2,23.0,7973.3,188.4,37.4,20.7,0.0
2011,1200203,9202.0,995.0,12.8,7829.8,319.0,37.5,20.7,0.0
2012,1200203,9202.0,1005.1,10.1,8142.3,0.0,33.9,20.7,0.0
2013,1200203,9202.0,1010.5,5.4,7610.1,533.3,27.4,20.7,0.0
2014,1200203,9202.0,1021.7,11.2,7894.2,232.5,32.9,20.7,0.0
2015,1200203,9202.0,1025.0,3.4,7877.0,279.3,0.0,20.7,0.0
2016,1200203,9202.0,1034.3,9.3,8118.1,6.9,22.0,20.7,0.0
2017,1200203,9202.0,1043.7,9.3,8043.5,94.1,0.0,20.7,0.0
2018,1200203,9202.0,1062.3,18.2,8119.0,0.0,0.0,20.7,0.0
2019,1200203,9202.0,1088.5,26.2,8064.2,28.6,0.0,20.7,0.0
2000,1200252,1703.0,700.6,,994.2,0.0,8.1,0.0,0.1
2001,1200252,1703.0,709.0,8.4,985.8,0.0,8.1,0.0,0.1
2002,1200252,1703.0,729.8,20.7,965.0,0.0,8.1,0.0,0.1
2003,1200252,1703.0,771.1,41.3,923.7,0.0,8.1,0.0,0.1
2004,1200252,1703.0,784.9,13.8,909.9,0.0,8.1,0.0,0.1
2005,1200252,1703.0,802.7,17.8,892.1,0.0,8.1,0.0,0.1
2006,1200252,1703.0,805.6,2.9,889.2,0.0,8.1,0.0,0.1
2007,1200252,1703.0,807.5,1.9,886.9,0.0,8.5,0.0,0.1
2008,1200252,1703.0,811.9,4.4,881.4,0.0,9.6,0.0,0.1
2009,1200252,1703.0,816.1,4.3,878.9,0.4,7.5,0.0,0.1
2010,1200252,1703.0,820.0,3.8,874.6,0.0,8.3,0.0,0.1
2011,1200252,1703.0,827.3,7.3,867.3,0.0,8.3,0.0,0.1
2012,1200252,1703.0,840.0,12.7,848.6,6.9,7.4,0.0,0.1
2013,1200252,1703.0,846.7,6.7,855.1,0.0,1.1,0.0,0.1
2014,1200252,1703.0,857.2,10.6,828.7,8.2,8.8,0.0,0.1
2015,1200252,1703.0,867.3,10.1,835.6,0.0,0.0,0.0,0.1
2016,1200252,1703.0,874.9,7.6,827.2,0.0,0.8,0.0,0.1
2017,1200252,1703.0,885.3,10.4,817.6,0.0,0.0,0.0,0.1
2018,1200252,1703.0,889.4,8.8,813.5,0.0,0.0,0.0,0.1
2019,1200252,1703.0,901.0,11.6,801.9,0.0,0.0,0.0,0.1
2000,1200302,29179.0,1048.8,,28055.5,0.0,57.0,0.4,17.3
2001,1200302,29179.0,1082.8,34.0,28021.5,0.0,57.0,0.4,17.3
2002,1200302,29179.0,1134.7,51.9,27969.6,0.0,57.0,0.4,17.3
2003,1200302,29179.0,1216.5,81.9,27887.8,0.0,57.0,0.4,17.3
2004,1200302,29179.0,1232.7,16.1,27871.6,0.0,57.0,0.4,17.3
2005,1200302,29179.0,1255.9,23.2,27847.3,1.1,57.0,0.4,17.3
2006,1200302,29179.0,1269.8,13.9,27832.6,1.9,57.0,0.4,17.3
2007,1200302,29179.0,1288.1,18.4,27814.9,0.0,58.3,0.4,17.3
2008,1200302,29179.0,1317.0,28.8,27779.3,0.1,64.9,0.4,17.3
2009,1200302,29179.0,1337.9,20.9,23805.2,3957.9,60.3,0.4,17.3
2010,1200302,29179.0,1361.5,23.7,27720.9,17.3,61.6,0.4,17.3
2011,1200302,29179.0,1385.5,24.0,27677.1,37.1,61.6,0.4,17.3
2012,1200302,29179.0,1418.5,33.0,27637.3,45.5,60.0,0.4,17.3
2013,1200302,29179.0,1442.7,24.2,27153.8,505.0,59.8,0.4,17.3
2014,1200302,29179.0,1478.8,36.1,27586.1,36.4,60.0,0.4,17.3
2015,1200302,29179.0,1490.1,11.3,27360.1,311.1,0.0,0.4,17.3
2016,1200302,29179.0,1530.4,40.3,27572.1,5.4,53.4,0.4,17.3
2017,1200302,29179.0,1556.3,25.8,27604.7,0.3,0.0,0.4,17.3
2018,1200302,29179.0,1643.5,83.3,27517.8,0.0,0.0,0.4,17.3
2019,1200302,29179.0,1741.2,97.7,27420.1,0.0,0.0,0.4,17.3
2000,1200328,5635.0,82.0,,5539.7,0.0,12.8,0.1,0.4
2001,1200328,5635.0,92.3,10.2,5529.4,0.0,12.8,0.1,0.4
2002,1200328,5635.0,103.8,11.5,5517.9,0.0,12.8,0.1,0.4
2003,1200328,5635.0,110.7,6.9,5511.0,0.0,12.8,0.1,0.4
2004,1200328,5635.0,112.9,2.3,5508.8,0.0,12.8,0.1,0.4
2005,1200328,5635.0,115.6,2.7,5505.9,0.2,12.8,0.1,0.4
2006,1200328,5635.0,117.8,2.2,5502.4,1.5,12.8,0.1,0.4
2007,1200328,5635.0,119.9,2.1,5487.5,11.7,15.4,0.1,0.4
2008,1200328,5635.0,127.5,7.6,5485.4,4.5,17.1,0.1,0.4
2009,1200328,5635.0,129.4,1.9,2907.7,2582.3,15.1,0.1,0.4
2010,1200328,5635.0,136.5,7.0,5484.9,0.0,13.1,0.1,0.4
2011,1200328,5635.0,142.7,6.2,5473.9,4.8,13.1,0.1,0.4
2012,1200328,5635.0,149.9,7.2,5303.8,170.2,10.6,0.1,0.4
2013,1200328,5635.0,152.2,2.3,5197.4,266.1,18.8,0.1,0.4
2014,1200328,5635.0,159.3,7.1,5288.8,175.2,11.2,0.1,0.4
2015,1200328,5635.0,160.2,0.9,4944.5,529.8,0.0,0.1,0.4
2016,1200328,5635.0,162.5,2.3,5456.7,0.8,14.5,0.1,0.4
2017,1200328,5635.0,165.0,2.6,5469.1,0.4,0.0,0.1,0.4
2018,1200328,5635.0,172.6,7.2,5461.9,0.0,0.0,0.1,0.4
2019,1200328,5635.0,184.4,11.8,5450.1,0.0,0.0,0.1,0.4
2000,1200336,5762.0,311.9,,5262.2,0.0,142.8,45.1,0.0
2001,1200336,5762.0,321.8,9.9,5252.3,0.0,142.8,45.1,0.0
2002,1200336,5762.0,331.6,9.8,5242.5,0.0,142.8,45.1,0.0
2003,1200336,5762.0,343.4,11.7,5230.7,0.0,142.8,45.1,0.0
2004,1200336,5762.0,368.5,25.2,5205.6,0.0,142.8,45.1,0.0
2005,1200336,5762.0,376.7,8.1,5197.4,0.0,142.8,45.1,0.0
2006,1200336,5762.0,382.1,5.4,5191.7,0.3,142.8,45.1,0.0
2007,1200336,5762.0,384.0,1.9,3979.0,1209.4,144.5,45.1,0.0
2008,1200336,5762.0,388.7,4.6,5156.1,21.5,150.6,45.1,0.0
2009,1200336,5762.0,390.1,1.4,5048.0,128.9,149.9,45.1,0.0
2010,1200336,5762.0,395.0,5.0,4947.6,225.9,148.4,45.1,0.0
2011,1200336,5762.0,407.3,12.3,5021.4,140.0,148.2,45.1,0.0
2012,1200336,5762.0,410.8,3.5,5165.3,0.0,140.8,45.1,0.0
2013,1200336,5762.0,413.3,2.5,5176.4,6.5,120.7,45.1,0.0
2014,1200336,5762.0,415.8,2.6,5160.0,2.4,138.7,45.1,0.0
2015,1200336,5762.0,418.2,2.3,5282.9,15.8,0.0,45.1,0.0
2016,1200336,5762.0,421.3,3.1,2365.4,2816.9,113.3,45.1,0.0
2017,1200336,5762.0,422.9,1.6,5275.5,18.5,0.0,45.1,0.0
2018,1200336,5762.0,427.2,3.9,5289.7,0.0,0.0,45.1,0.0
2019,1200336,5762.0,440.1,12.9,5214.4,62.4,0.0,45.1,0.0
2000,1200344,11118.0,142.1,,10916.6,0.0,9.8,0.0,49.5
2001,1200344,11118.0,148.9,6.8,10909.8,0.0,9.8,0.0,49.5
2002,1200344,11118.0,162.3,13.5,10896.4,0.0,9.8,0.0,49.5
2003,1200344,11118.0,212.6,50.2,10846.1,0.0,9.8,0.0,49.5
2004,1200344,11118.0,218.4,5.8,10840.3,0.0,9.8,0.0,49.5
2005,1200344,11118.0,241.4,23.1,10817.3,0.0,9.8,0.0,49.5
2006,1200344,11118.0,247.2,5.8,10811.5,0.0,9.8,0.0,49.5
2007,1200344,11118.0,252.5,5.2,10803.4,0.0,12.6,0.0,49.5
2008,1200344,11118.0,257.1,4.6,10796.8,0.0,14.6,0.0,49.5
2009,1200344,11118.0,262.4,5.3,10437.9,355.7,12.5,0.0,49.5
2010,1200344,11118.0,270.8,8.4,10786.0,0.0,11.7,0.0,49.5
2011,1200344,11118.0,279.0,8.2,10717.7,60.2,11.6,0.0,49.5
2012,1200344,11118.0,293.4,14.4,10766.7,0.0,8.4,0.0,49.5
2013,1200344,11118.0,309.8,16.5,10063.2,687.8,7.7,0.0,49.5
2014,1200344,11118.0,328.6,18.8,10718.8,12.0,9.1,0.0,49.5
2015,1200344,11118.0,348.3,19.7,10720.2,0.0,0.0,0.0,49.5
2016,1200344,11118.0,376.2,27.8,10687.6,0.0,4.7,0.0,49.5
2017,1200344,11118.0,390.6,14.4,10677.9,0.0,0.0,0.0,49.5
2018,1200344,11118.0,444.3,49.7,1010.2,9614.0,0.0,0.0,49.5
2019,1200344,11118.0,477.3,32.9,10591.2,0.0,0.0,0.0,49.5
2000,1200351,8588.0,144.4,,8352.8,0.0,90.1,0.2,0.5
2001,1200351,8588.0,147.6,3.2,8349.6,0.0,90.1,0.2,0.5
2002,1200351,8588.0,165.8,18.2,8331.4,0.0,90.1,0.2,0.5
2003,1200351,8588.0,167.3,1.5,8329.9,0.0,90.1,0.2,0.5
2004,1200351,8588.0,177.5,10.2,8319.7,0.0,90.1,0.2,0.5
2005,1200351,8588.0,189.4,11.9,8307.8,0.0,90.1,0.2,0.5
2006,1200351,8588.0,191.6,2.2,8302.1,3.5,90.1,0.2,0.5
2007,1200351,8588.0,194.3,2.7,8221.3,80.1,91.6,0.2,0.5
2008,1200351,8588.0,206.8,12.6,7990.0,294.2,96.3,0.2,0.5
2009,1200351,8588.0,206.9,0.1,2577.0,5710.2,93.2,0.2,0.5
2010,1200351,8588.0,230.1,23.3,8266.2,0.0,91.0,0.2,0.5
2011,1200351,8588.0,241.8,11.6,8041.5,213.0,91.0,0.2,0.5
2012,1200351,8588.0,245.5,3.8,8221.4,36.0,84.4,0.2,0.5
2013,1200351,8588.0,247.7,2.2,8225.5,58.0,56.1,0.2,0.5
2014,1200351,8588.0,256.6,8.9,8081.1,163.0,86.6,0.2,0.5
2015,1200351,8588.0,257.1,0.5,7800.1,530.1,0.0,0.2,0.5
2016,1200351,8588.0,259.9,2.8,8258.5,11.9,57.0,0.2,0.5
2017,1200351,8588.0,262.8,2.9,8324.5,0.0,0.0,0.2,0.5
2018,1200351,8588.0,267.1,4.3,8320.2,0.0,0.0,0.2,0.5
2019,1200351,8588.0,281.7,14.6,8305.6,0.0,0.0,0.2,0.5
2000,1200385,1988.0,998.3,,986.4,0.0,3.3,0.0,0.0
2001,1200385,1988.0,1065.4,67.1,919.3,0.0,3.3,0.0,0.0
2002,1200385,1988.0,1200.3,134.9,784.4,0.0,3.3,0.0,0.0
2003,1200385,1988.0,1272.0,71.7,712.7,0.0,3.3,0.0,0.0
2004,1200385,1988.0,1322.8,50.8,661.9,0.0,3.3,0.0,0.0
2005,1200385,1988.0,1392.7,69.9,592.0,0.0,3.3,0.0,0.0
2006,1200385,1988.0,1402.1,9.4,582.6,0.0,3.3,0.0,0.0
2007,1200385,1988.0,1407.0,4.9,566.5,11.2,3.3,0.0,0.0
2008,1200385,1988.0,1410.3,3.3,572.7,0.0,5.0,0.0,0.0
2009,1200385,1988.0,1421.2,10.9,563.5,0.0,3.3,0.0,0.0
2010,1200385,1988.0,1427.1,5.9,556.6,0.0,4.3,0.0,0.0
2011,1200385,1988.0,1434.2,7.1,530.0,19.3,4.5,0.0,0.0
2012,1200385,1988.0,1438.2,4.0,544.0,0.0,5.8,0.0,0.0
2013,1200385,1988.0,1443.3,5.1,541.2,0.0,3.5,0.0,0.0
2014,1200385,1988.0,1452.4,9.1,528.0,1.7,5.9,0.0,0.0
2015,1200385,1988.0,1457.9,5.5,530.1,0.0,0.0,0.0,0.0
2016,1200385,1988.0,1466.0,8.1,517.0,0.0,5.0,0.0,0.0
2017,1200385,1988.0,1471.5,5.5,516.5,0.0,0.0,0.0,0.0
2018,1200385,1988.0,1483.9,12.8,504.1,0.0,0.0,0.0,0.0
2019,1200385,1988.0,1493.3,9.3,494.7,0.0,0.0,0.0,0.0
2000,1200393,6661.0,110.4,,6546.0,0.0,1.6,3.0,0.0
2001,1200393,6661.0,115.0,4.7,6541.4,0.0,1.6,3.0,0.0
2002,1200393,6661.0,128.2,13.2,6528.2,0.0,1.6,3.0,0.0
2003,1200393,6661.0,129.5,1.3,6526.9,0.0,1.6,3.0,0.0
2004,1200393,6661.0,137.1,7.6,6519.3,0.0,1.6,3.0,0.0
2005,1200393,6661.0,148.5,11.4,6507.9,0.0,1.6,3.0,0.0
2006,1200393,6661.0,149.6,1.1,6503.0,3.8,1.6,3.0,0.0
2007,1200393,6661.0,156.3,6.7,6313.6,186.5,1.6,3.0,0.0
2008,1200393,6661.0,162.9,6.6,5579.8,913.4,1.9,3.0,0.0
2009,1200393,6661.0,164.0,1.1,5228.4,1264.1,1.5,3.0,0.0
2010,1200393,6661.0,178.2,14.2,6478.0,0.2,1.6,3.0,0.0
2011,1200393,6661.0,189.3,11.2,6442.1,25.0,1.6,3.0,0.0
2012,1200393,6661.0,195.2,5.9,5992.5,468.9,1.4,3.0,0.0
2013,1200393,6661.0,197.0,1.7,6443.1,16.1,1.8,3.0,0.0
2014,1200393,6661.0,206.8,9.8,6121.2,328.4,1.6,3.0,0.0
2015,1200393,6661.0,208.3,1.5,6125.6,324.1,0.0,3.0,0.0
2016,1200393,6661.0,212.8,4.5,6403.1,40.3,1.8,3.0,0.0
2017,1200393,6661.0,216.1,3.3,6441.9,0.0,0.0,3.0,0.0
2018,1200393,6661.0,221.1,5.0,6436.9,0.0,0.0,3.0,0.0
2019,1200393,6661.0,230.5,9.4,6427.5,0.0,0.0,3.0,0.0
2000,1200401,9113.0,1944.9,,7167.9,0.0,0.1,0.0,0.1
2001,1200401,9113.0,2031.3,86.4,7081.5,0.0,0.1,0.0,0.1
2002,1200401,9113.0,2117.1,85.8,6995.7,0.0,0.1,0.0,0.1
2003,1200401,9113.0,2198.9,81.8,6913.9,0.0,0.1,0.0,0.1
2004,1200401,9113.0,2320.2,121.3,6792.6,0.0,0.1,0.0,0.1
2005,1200401,9113.0,2405.2,85.0,6707.6,0.0,0.1,0.0,0.1
2006,1200401,9113.0,2438.8,33.6,6659.7,14.3,0.1,0.0,0.1
2007,1200401,9113.0,2453.0,14.2,6638.0,21.8,0.1,0.0,0.1
2008,1200401,9113.0,2482.3,29.3,6630.5,0.0,0.1,0.0,0.1
2009,1200401,9113.0,2501.7,19.4,6609.0,2.1,0.1,0.0,0.1
2010,1200401,9113.0,2522.7,21.0,6584.8,5.3,0.1,0.0,0.1
2011,1200401,9113.0,2566.5,43.8,6546.3,0.0,0.1,0.0,0.1
2012,1200401,9113.0,2595.2,28.7,6517.3,0.3,0.1,0.0,0.1
2013,1200401,9113.0,2615.3,20.1,6496.2,1.3,0.1,0.0,0.1
2014,1200401,9113.0,2650.2,34.9,6449.4,13.2,0.1,0.0,0.1
2015,1200401,9113.0,2681.5,31.3,6431.0,0.4,0.0,0.0,0.1
2016,1200401,9113.0,2735.1,53.7,6377.8,0.0,0.0,0.0,0.1
2017,1200401,9113.0,2762.8,27.6,6308.7,41.4,0.0,0.0,0.1
2018,1200401,9113.0,2799.3,37.0,6025.4,288.2,0.0,0.0,0.1
2019,1200401,9113.0,2881.9,82.6,6231.0,0.0,0.0,0.0,0.1
2000,1200427,3246.0,357.5,,2835.8,0.0,52.0,0.7,0.0
2001,1200427,3246.0,370.8,13.3,2822.5,0.0,52.0,0.7,0.0
2002,1200427,3246.0,382.9,12.2,2810.4,0.0,52.0,0.7,0.0
2003,1200427,3246.0,386.2,3.3,2807.1,0.0,52.0,0.7,0.0
2004,1200427,3246.0,444.0,57.7,2749.3,0.0,52.0,0.7,0.0
2005,1200427,3246.0,451.5,7.5,2741.8,0.0,52.0,0.7,0.0
2006,1200427,3246.0,453.7,2.2,2738.2,1.4,52.0,0.7,0.0
2007,1200427,3246.0,458.8,5.0,1241.6,1492.1,52.8,0.7,0.0
2008,1200427,3246.0,464.8,6.1,2713.7,11.8,55.0,0.7,0.0
2009,1200427,3246.0,467.9,3.1,2464.8,257.3,55.3,0.7,0.0
2010,1200427,3246.0,479.6,11.7,2451.8,259.1,54.8,0.7,0.0
2011,1200427,3246.0,485.3,5.7,2270.5,434.6,54.9,0.7,0.0
2012,1200427,3246.0,490.2,4.9,2703.4,0.0,51.7,0.7,0.0
2013,1200427,3246.0,494.5,4.3,2705.8,0.5,44.5,0.7,0.0
2014,1200427,3246.0,495.7,1.2,2698.1,1.3,50.2,0.7,0.0
2015,1200427,3246.0,498.3,2.6,2698.6,48.4,0.0,0.7,0.0
2016,1200427,3246.0,504.0,5.7,2409.5,291.7,40.1,0.7,0.0
2017,1200427,3246.0,509.9,5.9,2731.5,3.9,0.0,0.7,0.0
2018,1200427,3246.0,521.0,10.9,2723.7,0.6,0.0,0.7,0.0
2019,1200427,3246.0,535.2,14.2,2706.1,4.0,0.0,0.7,0.0
2000,1200435,6350.0,37.6,,6248.5,0.0,28.9,0.1,34.9
2001,1200435,6350.0,39.8,2.2,6246.3,0.0,28.9,0.1,34.9
2002,1200435,6350.0,44.1,4.3,6242.0,0.0,28.9,0.1,34.9
2003,1200435,6350.0,54.4,10.3,6231.7,0.0,28.9,0.1,34.9
2004,1200435,6350.0,56.2,1.8,6229.9,0.0,28.9,0.1,34.9
2005,1200435,6350.0,62.3,6.1,6223.8,0.0,28.9,0.1,34.9
2006,1200435,6350.0,64.2,1.9,6221.9,0.0,28.9,0.1,34.9
2007,1200435,6350.0,68.0,3.8,6214.2,0.0,32.8,0.1,34.9
2008,1200435,6350.0,70.2,2.2,6206.8,0.0,38.0,0.1,34.9
2009,1200435,6350.0,72.0,1.8,6082.0,127.1,33.9,0.1,34.9
2010,1200435,6350.0,75.2,3.2,6203.5,5.7,30.6,0.1,34.9
2011,1200435,6350.0,78.3,3.1,6179.6,26.8,30.3,0.1,34.9
2012,1200435,6350.0,81.1,2.8,6209.8,0.0,24.1,0.1,34.9
2013,1200435,6350.0,82.5,1.4,4819.7,1398.0,14.8,0.1,34.9
2014,1200435,6350.0,86.5,4.0,6181.6,20.7,26.2,0.1,34.9
2015,1200435,6350.0,88.8,2.3,6225.4,0.8,0.0,0.1,34.9
2016,1200435,6350.0,91.0,2.2,6212.4,0.0,11.6,0.1,34.9
